Titulo;Objeto
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO SANTO DOMINGO DE NAUYAN CON SU CAPITAL HEROES DE JACTAY, PROVINCIA Y DEPARTAMENTO DE HUÁNUCO;Propone declarar de interés nacional y necesidad pública la creación del distrito Santo Domingo de Nauyan con su Capital Héroes de Jactay, provincia y departamento de Huánuco, con la finalidad de priorizar la creación del mismo, de conformidad al procedimiento establecido en la Ley 27795, Ley de demarcación territorial y su Reglamento aprobado por Decreto Supremo 191-2020-PCM.
LEY QUE REESTRUCTURA EL PROYECTO ESPECIAL CHINECAS DE LA PROVINCIA DEL SANTA, DEPARTAMENTO DE ÁNCASH Y CREA UN COMITÉ DE GESTIÓN DE PASIVO;Propone reestructurar el Proyecto Especial Chinecas de la provincia del Santa departamento de Áncash y crear un comité de gestión de pasivos.
LEY QUE DECLARA INTERÉS NACIONAL, LA DECLARATORIA DE PATRIMONIO CULTURAL DE LA NACIÓN EL TORITO DE PUPUJA DEL DISTRITO DE SANTIAGO DE PUPUJA EN LA PROVINCIA DE AZÁNGARO, DEPARTAMENTO DE PUNO;Propone declarar de interés nacional   la Declaratoria de Patrimonio Cultural de la Nación El Torito de Pupuja y la tradicional forma de elaboración, del distrito de Santiago de Pupuja, provincia de Azángaro en el departamento de Puno, por tratarse de un expresión cultural local, regional y nacional.
LEY QUE DECLARA DE PREFERENTE INTERES NACIONAL Y DE NECESIDAD PÚBLICA LA CONSTRUCCIÓN A NIVEL DE ASFALTADO FLEXIBLE E INCORPORACIÓN A LA RED VIAL EL TRAMO: MAZOCRUZ - PIZACOMA - HITO 27, EN LAS PROVINCIAS DE ILAVE E ILO DE LOS DEPARTAMENTOS DE PUNO Y MOQUEGUA;Propone declarar de interés nacional y necesidad pública la construcción a nivel de asfaltado económico e incorporación a la red vial el tramo: Mazocruz-Pizacoma - Hito 27, en las provincias de Ilave e Ilo de los departamentos de Puno y Moquegua
LEY QUE DECLARA DE PREFERENTE INTERÉS NACIONAL Y DE NECESIDAD PÚBLICA LA INCORPORACIÓN A LA RED VIAL EL TRAMO: MAZOCRUZ - PIZACOMA - HITO 27, EN LAS PROVINCIAS DE ILAVE E ILO DE LOS DEPARTAMENTOS DE PUNO Y MOQUEGUA;Propone declarar de interés nacional y necesidad pública la incorporación de la red vial el tramo: Mazocruz - Pazacomo - Hito 27, en las provincias de Ilave e Ilo de los departamentos de Puno y Moquegua.
LEY QUE DECLARA DE INTERES NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DE LA PROVINCIA DE ACORA, DEL DEPARTAMENTO DE PUNO;Propone declarar de interés nacional y necesidad pública la creación de la provincia de Acora, del departamento de Puno.
LEY QUE DECLARA DE INTERES NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DE TRES DISTRITOS DE LA CIUDAD DE JULIACA EN LA PROVINCIA DE SAN ROMÁN Y DEPARTAMENTO DE PUNO;Propone declarar de interés nacional y necesidad pública y dispóngase la creación de tres distritos en la ciudad de Juliaca en la Provincia de San Román, departamento de Puno, mediante la creación de dos distritos más el distrito de San Miguel.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO ALTO DORADO EN LA PROVINCIA SAN IGNACIO DEL DEPARTAMENTO DE CAJAMARCA;Propone declarar de interés nacional y necesidad pública la creación del distrito Alto Dorado de San Ignacio, departamento de Cajamarca.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO VÍCTOR RAÚL HAYA DE LA TORRE, EN LA PROVINCIA DE COTABAMBAS, DEPARTAMENTO DE APURÍMAC;Propone declarar de interés nacional y necesidad pública la creación del distrito Víctor Raúl Haya de la Torre con su capital Apumarca, en la provincia Cotabambas, departamento de Apurímac.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN Y EQUIPAMIENTO DE HOGARES DE REFUGIO TEMPORAL PARA LAS VÍCTIMAS DE VIOLENCIA FAMILIAR EN LAS PROVINCIAS DE LA REGIÓN APRURÍMAC;Propone declarar de interés nacional y necesidad pública la creación y equipamiento de hogares de refugio temporal para víctimas de violencia familiar y de grupos familiares en las provincias de la región Apurímac.
LEY QUE AUTORIZA AL MINISTERIO DE DEFENSA DE MANERA EXCEPCIONAL ANTE LA EMERGENCIA SANITARIA CAUSADA POR EL COVID19, EL CAMBIO DE GRUPO OCUPACIONAL Y LINEA DE CARRERA DEL PERSONAL DE SALUD QUE SE ENCUENTRA DESEMPEÑANDO LABOR ASISTENCIAL;Propone crear una Comisión Evaluadora COVID encargada de evaluar y autorizar de manera única y excepcional el cambio de Grupo Ocupacional y línea de carrera del personal que se encuentra desempeñando labor asistencial en los establecimientos de salud del Ministerio de Defensa.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL PROYECTO ESPECIAL LAGO CHINCHAYCOCHA, PARA LA RECUPERACIÓN Y CONSERVACIÓN MEDIO AMBIENTAL DEL LAGO CHINCHAYCOCHA Y SUS AFLUENTES, EN LOS DEPARTAMENTOS DE JUNÍN Y PASCO;Propone declarar de interés nacional y necesidad pública la creación del Proyecto Especial Lago Chinchaycocha, para la recuperación y conservación medio ambiental del lago Chinchaycocha y sus afluentes río Ragra y San Juan, en los departamentos de Junín y Pasco.
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA RESTAURACIÓN Y PUETA EN VALOR DEL TEMPLO DE SAN PEDRO Y SAN PABLO DE ZEPITA;Propone declarar de necesidad pública e interés nacional la restauración y puesta en valor del Templo de San Pedro y San Pablo de Zepita, ubicado en la provincia de Chucuito, departamento de Puno.
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERES NACIONAL EL MEJORAMIENTO DE CAPACIDAD RESOLUTIVA, AMPLIACION, EQUIPAMIENTO Y RECATEGORIZACION DE LOS SERVICIOS DE SALUD DE LA POSTA MEDICA VIRGEN DEL ROSARIO A LA - CATEGORIA I - 4 EN EL DISTRITO DE YANACANCHA, PROVINCIA Y DEPARTAMENTO DE PASCO;Propone declarar de necesidad pública e interés nacional el mejoramiento de capacidad resolutiva, ampliación, equipamiento y recategorización  de los servicios de salud de la Posta Médica Virgen del Rosario a la - Categoría I - 4 en el distrito de Yanacancha, provincia y departamento de Pasco.
LEY QUE COMPLEMENTA LOS ALCANCES DE LA LEY 28099 Y SUS MODIFICATORIAS, FACULTANDO LA VENTA DIRECTA A FAVOR DE TERCEROS CON FINES DE DESARROLLO URBANO DE PREDIOS PROPIEDAD DE LA MUNICIPALIDAD DISTRITAL DE MAJES PROVINCIA DE CAYLLOMA DEPARTAMENTO DE AREQUIPA DENTRO DE PROGRAMAS MUNICIPALES DE VIVIENDA Y/O DE FORMALIZACIÓN DE ASENTAMIENTOS HUMANOS APROBADOS POR EL GOBIERNO LOCAL DE MAJES-AREQUIPA;Propone facultar a la Municipalidad distrital de Majes, la venta directa de los predios de dominio privado de su propiedad que le fueron transferidos mediante la Ley 28099-modificada por las leyes 28466 y 28630, sólo con fines de desarrollo urbano a favor de terceros y dentro de los alcances de los Programas Municipales de Vivienda y/o Programas de Formalización de Asentamientos Humanos, predios destinados a viviendas tipo huerta, conforme lo faculta la Ley Orgánica de Municipalidades.
LEY QUE PROMUEVE EL COMERCIO INTERNACIONAL Y DECLARA DE INTERÉS NACIONAL LA CREACIÓN DEL MEGA TERMINAL EN EL PACÍFICO Y CORREDOR INTEROCEÁNICO DE TRANSPORTE MULTIMODAL DE BAYÓVAR- SECHURA A LA AMAZONÍA , EN EL DEPARTAMENTO DE PIURA;Propone declarar de interés nacional la creación del Mega Terminal en el Pacífico y Corredor Interoceánico de Transporte Multimodal de Bayóvar.Sechura a la Amazonía, en el departamento de Piura.
LEY QUE DECLARA DE NECESIDAD PÚBLICA LA FIESTA DE PASCUAS DE CONIMA COMO PATRIMONIO CULTURAL INMATERIAL DE LA NACIÓN, DEL DISTRITO DE CONIMA, PROVINCIA DE MOHO DEPARTAMENTO DE PUNO;"Proponer declarar de interés nacional la """"Fiesta de pascuas de Conima"""" como patrimonio cultural  de la nación del distrito de Conima, provincia de Moho departamento de Puno."
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA DESCENTRALIZACIÓN Y RESTAURACIÓN TERRITORIAL DE CUATRO DISTRITOS DE JULIACA, PROVINCIA DE SAN ROMAN;Propone declarar de interés nacional y necesidad pública la descentralización y restauración territorial de cuatro distritos de Juliaca, provincia de San Román, departamento de Puno, mediante reordenamiento Territorial de tres distritos más en el distrito de San Miguel.
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA FORMULACIÓN Y EJECUCIÓN DEL PARQUE CIENTIFICO TECNOLÓGICO DE PUNO - PCT;"Propone declarar de necesidad pública e interés nacional la formulación y ejecución del """"Parque Científico Tecnológico de Puno"""", ubicado en el departamento de Puno, que estará a cargo de la Universidad Nacional del Altiplano -UNA, con la finalidad de promover la investigación científica, innovación y transferencia tecnológica"
LEY QUE DECLARA DE INTERÉS Y NECESIDAD PÚBLICA NACIONAL LA CREACIÓN DEL PROYECTO ESPECIAL LAGO CHINCHAYCOCHA, PARA LA RECUPERACIÓN Y CONSERVACIÓN MEDIO AMBIENTAL DEL LAGO CHINCHAYCOCHA Y SUS AFLUENTES, EN LOS DEPARTAMENTOS DE JUNÍN Y PASCO;Propone declarar de interés y necesidad pública nacional la creación del Proyecto Especial Lago Chinchaycocha, para la recuperación y conservación medio ambiente del lago Chinchaycocha y sus afluentes rio Ragra y San Juan, en los departamentos de Junín y Pasco.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE CHUMBES CON SU CAPITAL SANTA ISABEL DE CHUMBES EN LA PROVINCIA DE HUAMANGA DEL DEPARTAMENTO AYACUCHO;Propone declarar de interés nacional y necesidad pública la creación del distrito Chumbes con su capital Santa Isabel de Chumbes en la provincia de Huamanga del departamento Ayacucho.
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL EL DESARROLLO DE LA ACTIVIDAD DE ACUICULTURA EN LA ISLA LOBOS DE TIERRA Y ACTIVIDADES CONEXAS EN LOS DEPARTAMENTOS DE LAMBAYEQUE Y PIURA;Propone llamar la atención al ejecutivo sobre la importancia que tiene declarar de necesidad pública e interés nacional el desarrollo de la actividad de acuicultura en la isla lobos de tierra y actividades conexas en los departamentos de Lambayeque y Piura para el mejoramiento de la capacidad del pescador artesanal para incursionar en la maricultura con fines de abastecimiento de alimentos, recuperación de stock y de generación de empleo.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE SAN MIGUEL DE HUALLHUA EN LA PROVINCIA DE TAYACAJA DEL DEPARTAMENTO DE HUANCAVELICA;Propone declarar de interés nacional y necesidad pública la creación del distrito San Miguel de Huallhua en la provincia de Tayacaja del departamento de Huancavelica.
LEY QUE AUTORIZA EL AFIANZAMIENTO Y TRASVASE DEL EXCEDENTE DE LAS AGUAS DEL RIO MARAÑON PARA LA AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE IRRIGACIÓN EN LOS DEPARTAMENTOS DE LAMBAYEQUE, LA LIBERTAD, PIURA Y CAJAMARCA;Propone autorizar al Poder Ejecutivo, el afianzamiento, represamiento y trasvase del excedente de las aguas del río Marañón para ampliación y mejoramiento del sistema de irrigación en los departamentos de Lambayeque, La Libertad, Piura y Cajamarca con la finalidad de garantizar la segunda alimentaria en el territorio nacional.
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL EL FORTALECIMIENTO DE LA UNIVERSIDAD NACIONAL DE TUMBES, ANTE LA DENEGATORIA DE LICENCIAMIENTO DE UNIVERSIDADES PRIVADAS;"Propone declarar de necesidad pública e interés nacional el fortalecimiento de la Universidad Nacional de Tumbes, ante la denegatoria de licenciamiento de universidades privadas que funcionaban dentro del departamento de Tumbes; situación que atraído consigo una alta demanda de educación superior universitaria que tiene que ser suplida por el estado a través de la educación pública superior."
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE NUEVO CHAO, EN LA PROVINCIA DE VIRÚ, DE PARTAMENTO DE LA LIBERTAD;Propone declarar de interés nacional y necesidad pública, la creación del distrito de Nuevo Chao, en la provincia de Virú, departamento de La Libertad.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA DEMARCACIÓN DE LOS LIMITES TERRITORIAES ENTRE LOS DEPARTAMENTOS DE JUNÍN Y CUSCO;Propone declarar de interés nacional y necesidad pública la demarcación de los límites territoriales entre los departamentos de Junín y Cusco, en concordancia con las normas vigentes.
LEY QUE PROPONE LA IMPLEMENTACIÓN DE LA JUSTICIA ITINERANTE PARA LA ATENCIÓN DE CASOS DE VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR;Propone regular la implementación de la justicia itinerante para la atención de casos de violencia contra las mujeres y los integrantes del grupo familiar establecidos en la Ley 30364, promoviéndose una justicia célere, simplificada y accesible para las y los justiciables en los lugares más remotos y de escasos recursos económicos a fin de garantizarse el pleno ejercicio de sus derechos fundamentales en igualdad de condiciones y libre de discriminación.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA AMPLIACIÓN Y MEJORAMIENTO DE LA INFRAESTRUCTURA DEPORTIVA DEL ESTADIO TEÓFILO CUBILLAS EN EL DISTRITO DE COMAS, PROVINCIA Y DEPARTAMENTO DE LIMA;Propone declarar de interés nacional y necesidad pública la ampliación y mejoramiento de la infraestructura deportiva del estadio Teófilo Cubillas en el distrito de Comas, provincia y departamento de Lima.
LEY QUE DECLARA DE NECESIDAD PÚBLICA LA FIESTA DE PASCUAS DE CONIMA COMO PATRIMONIO CULTURAL INMATERIAL DE LA NACIÓN, DEL DISTRITO DE CONIMA, PROVINCIA DE MOHO DEPARTAMENTO DE PUNO;"Propone declarar de interés nacional la """"Fiesta de pascuas de Conima"""" como patrimonio cultural del distrito de Conima, provincia de Moho, departamento de Puno."
"LEY QUE DECLARA DE NECESIDAD PÚBLICA Y DE PREFERENTE INTERÉS NACIONAL LA EJECUCIÓN DE LA DOBLE VÍA Y EL ASFALTADO DE LA CARRETERA PÁMPANO-TICRAPO-MOLLEPAMPATICRAPO-CASTROVIRREYNA QUE PASA POR PROVINCIAS DE LOS DEPARTAMENTOS DE ICA Y HUANCAVELICA""""";Propone declarar de necesidad pública y de preferente interés nacional la ejecución de la doble vía y el asfaltado de la carretera Pámpano-Ticrapo - Mollepampa - Ticrapo - Castrovirreyna cuyo trazado recorre las provincias de Pisco y Castrovirreyna de los departamentos de Ica y Huancavelica respectivamente.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CONSTRUCCIÓN Y EQUIPAMIENTO DEL NUEVO CENTRO DE SALUD SAN COSME EN EL DISTRITO DE LA VICTORIA, PROVINCIA DE LIMA DEPARTAMENTO DE LIMA;Propone declarar de interés nacional y necesidad pública la construcción y equipamiento del nuevo Centro Médico San Cosme, en el distrito de la Victoria, provincia y departamento de Lima.
LEY QUE CREA LA ESCUELA NACIONAL DEL MINISTERIO PÚBLICO;Propone crear la Escuela Nacional del Ministerio Público, como órgano académico encargado de la formación continua y la especialización del personal fiscal, forense y administrativo del Ministerio Público.
LEY QUE DECLARA DE INTERES NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE RELAVE, EN LA PROVINCIA DE PARINACOCHAS DEL DEPARTAMENTO DE AYACUCHO;"Propone establecer la declaratoria de interés nacional y necesidad pública la creación del distrito de Relave, en la provincia de Parinacochas  del departamento de Ayacucho; con la finalidad de que los habitantes de esta comunidad puedan gozar de una mejor organización territorial para acceder a una adecuada prestación de servicios por parte del Estado y alcanzar mayor desarrollo"
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN, IMPLEMENTACIÓN Y FUNCIONAMIENTO DE LA UNIVERSIDAD NACIONAL ASHANINKA DEL VRAEM. (UNA-VRAEM);Propone crear de la Universidad Nacional Ashaninka del VRAEM, (UNA-VRAEM), con personería jurídica de derecho público interno, con sede en el vale del VRAEM, departamento de Cusco.
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA PUESTA EN VALOR DE LOS RECURSOS NATURALES Y ARQUEOLOGICOS CON FINES TURISTICOS EN LA ZONA DE KIMBIRI Y PACHARI (VRAEM) CUSCO;Propone declarar de necesidad pública e interés nacional el mantenimiento, restauración, protección, conservación, y puesta en valor los restos arqueológicos y recursos naturales del distrito de Kimbiri y Pichari de la provincia la Convención departamento de Cusco.
"LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA EL MEJORAMIENTO, AMPLIACIÓN DE LA INFRAESTRUCTURA, EQUIPAMIENTO Y SERVICIOS DEL HOSPITAL """"LUCIO ALDAZABAL PAUCAR"""" DE HUANCANÉ, DEL DEPARTAMENTO DE PUNO";"Propone de interés nacional y necesidad el mejoramiento, ampliación de la infraestructura, equipamiento y servicios de los Hospital """"Lucio Aldazabal Paucar"""" de Huancané, del departamento de Puno."
LEY QUE RECONOCE COMO PATRIMONIO HISTÓRICO Y PATRIOTISMO EL LEGADO HISTÓRICO DE LA BATALLA DE CONDORCUYO EN PROVINCIA DE AZANGARO, REGION PUNO, Y DISPONE SU INCORPORACION EN LA AGENDA DE CONMEMORACIÓN DEL BICENTENARIO POR LA INDEPENDENCIA DEL PERÚ;Propone declarar el 13 de mayo de cada año como el Día Nacional de la Batalla de Condorcuyo ocurrido en 1781 en la Provincia de Azángaro, del departamento de Puno, con motivo de conmemorar el esfuerzo emancipador por la independencia del Perú, y proteger nuestro legado histórico en el marco del bicentenario.
"LEY QUE DECLARA A TOMASA TITO CONDEMAYTA """"LA CACICA DE ACOS"""" COMO PRECURSORA DE LA INDEPENDENCIA DEL PERÚ";"Propone declarar a Tomasa Tito Condemayta """"La Cacica de Acos"""" como precursora de la independencia del Perú."
"LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA EL MEJORAMIENTO Y AMPLIACIÓN DE LA INFRAESTRUCTURA, EQUIPAMIENTO Y SERVICIOS DE LOS HOSPITALES AYMARAS """"LUCIO ALDAZABAL PAUCA"""" DE HUANCANÉ, Y """"RAFAEL ORTIZ RAVINEZ"""" DE JULI, AMBOS DEL DEPARTAMENTO DE PUNO";"Propone declarar de interés nacional y necesidad pública el mejoramiento y ampliación de la infraestructura, equipamiento y servicios de los hospitales aymaras """"Lucio Aldazabal Pauca"""" de Huancané, y """"Rafael Ortiz Ravinez"""" de Juli, ambos del departamento de Puno."
"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERES NACIONAL LA CREACIÓN DEL DISTRITO """"EL TRIUNFO"""" EN LA PROVINCIA DE TAMBOPATA, DEPARTAMENTO DE MADRE DE DIOS";Propone declarar de necesidad pública e interés nacional la creación del distrito El Triunfo, cuya capital será el pueblo del mismo nombre, la misma que a la aprobación del distrito se eleva a la categoría de ciudad.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CONSTRUCCIÓN DEL COLEGIO DE ALTO RENDIMIENTO (COAR) EN CHANQUIL, DISTRITO DE MOROCHUCOS, PROVINCIA DE CANGALLO, DEPARTAMENTO DE AYACUCHO;Propone declarar de interés nacional y necesidad pública la Construcción de un COAR en Chanquil, distrito de Morochucos, provincia de Cangallo, departamento de Ayacucho, en el marco del desarrollo sostenible y mejorar los niveles de competitividad y desarrollo de los estudiantes del nivel básico regular.
"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERES NACIONAL EL PROYECTO INTEGRAL """"MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADOS DE LA CIUDAD DE YURIMAGUA EN LA PROVINCIA DE ALTO AMAZONAS, DEPARTAMENTO DE LORETO";"Propone declarar de necesidad pública e interés nacional el proyecto integral """"Mejoramiento y ampliación del Sistema de Agua Potable y Alcantarillados de la Ciudad de Yurimaguas en la provincia de Alto Amazonas, departamento de Loreto."
LEY QUE DECLARA DE INTERES NACIONAL LA CREACIÓN DEL DISTRITO DE SHANUSI EN LA PROVINCIA DE ALTO AMAZONAS, DEPARTAMENTO DE LORETO;Propone declarar de interés nacional la creación del distrito de Shanusi en la provincia de Alto Amazonas, departamento de Loreto.
