Titulo;Objeto
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CONSTRUCCIÓN E IMPLEMENTACIÓN DE UN HOSPITAL CON CATEGORÍA III-1 EN LA PROVINCIA DE HUAYTARA EN EL DEPARTAMENTO DE HUANCAVELICA;Propone declarar de necesidad pública e interés nacional la construcción e implementación de un hospital con categoría III - 1 en la ciudad de Huaytará en la provincia de Huaytará en el departamento de Huancavelica, para garantizar la adecuada atención del servicio de salud pública, bajo criterios de seguridad, oportunidad y calidad
LEY QUE FOMENTA LA TECNIFICACIÓN DE LA PRODUCCIÓN Y DISTRIBUCIÓN DE PAPA DE LA ZONA SUR ANDINA;Propone fomentar la tecnificación de la producción y distribución de papa de la zona Sur Andina
LEY QUE PROPONE SE DECLARE DE INTERÉS NACIONAL Y PREFERENTE NECESIDAD PÚBLICO LA REORGANIZACIÓN GEOGRÁFICA - TERRITORIAL URBANA DE LA PROVINCIA DE SAN ROMÁN EN EL DEPARTAMENTO DE PUNO;Propone declarar de interés nacional y preferente necesidad pública la reorganización geográfica - territorial urbana de la provincia de San Román en el departamento de Puno, a fin de lograr un adecuado desarrollo urbano con la creación de distritos adicionales al distrito San Miguel, acorde a su distribución especial y crecimiento poblacional.
LEY QUE DISPONE EL TRASLADO Y REUBICACIÓN DEL AEROPUERTO INTERNACIONAL CAPITÁN FAP JOSÉ A. QUIÑONES GONZALES DE CHICLAYO - LAMBAYEQUE;Propone disponer el traslado y reubicación del Aeropuerto Internacional Capitán FAP José Abelino Quiñones Gonzales de Chiclayo al distrito de Mórrope de la provincia y departamento de Lambayeque.
LEY QUE PROMUEVE MEDIDAS PARA REACTIVAR EL TRANSPORTE FLUVIAL EN EL DEPARTAMENTO DE LORETO EN EL MARCO DE LA EMERGENCIA POR LA PANDEMIA DEL COVID-19;Propone establecer medidas orientadas a reactivar el transporte fluvial en el departamento de Loreto y promover su recuperación económica en el marco de la emergencia por la pandemia del Covid-19.
LEY DE FORTALECIMIENTO DEL PODER JUDICIAL, DURACIÓN DE MANDATOS, DIRECCIÓN DE ÓRGANOS DE APOYO DEL PODER JUDICIAL Y DERECHOS DE LOS JUECES Y TERMINACIÓN DE LA CARRERA JUDICIAL;Propone fortalecer el Poder Judicial, duración de mandatos, Dirección de Órganos de Apoyo del Poder Judicial y derechos de los jueces y terminación de la carrera judicial.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA REHABILITACIÓN DE LA AV. PROCERES DE LA INDEPENDENCIA, EN EL DISTRITO DE SAN JUAN DE LURIGANCHO, PROVINCIA Y DEPARTAMENTO DE LIMA;Propone declarar de interés nacional y necesidad pública la rehabilitación de la Av Próceres de la Independencia, en el distrito de San Juan de Lurigancho, provincia y departamento de Lima.
LEY QUE PROHIBE LA UTILIZACIÓN DE RECURSOS ECONÓMICOS Y LOGISTICOS DESTINADOS A LA PROMOCIÓN, PREVENCIÓN, DIAGNÓSTICO, TRATAMIENTO Y REHEBILITACIÓN DEL CÁNCER PARA OTROS FINES;Propone prohíber la utilización de recursos económicos y logísticos destinados a la promoción, prevención, diagnóstico, tratamiento y rehabilitación del cáncer para otros fines
LEY QUE MODIFICA EL ARTÍCULO 6 DE LA LEY 31041 LEY DE URGENCIA MÉDICA PARA LA DETERCCIÓN OPORTUNA Y ATENCIÓN INTEGRAL DEL CÁNCER DEL NIÑO Y ADOLESCENTES;Propone modificar el artículo 6 de la Ley 31041 Ley de Urgencia Médica para la detención oportuna y atención integral del cáncer del niño y del adolescente.
LEY QUE FACULTA EXCEPCIONALMENTE A LAS ENTIDADES DEL GOBIERNO NACIONAL,GOBIERNO REGIONAL Y LOCALES A CONTRATAR A LAS SOCIEDADES DE AUDITORÍA;Propone otorgar a la Contraloría General de la República la facultad de delegar de manera temporal a las entidades del Gobierno Nacional, los Gobiernos Regionales y los Gobiernos Locales la contratación de las Sociedades de Auditoría que hayan sido previamente designadas por la Contraloría General de la República.
LEY QUE DECLARA DE INTERES NACIONAL LA PROMOCIÓN Y REACTIVACIÓN DE LA ARTESANÍA EN EL PERÚ;Propone declarar de interés nacional la promoción y reactivación de la artesanía en el Perú.
LEY QUE PROPONE SE DECLARE DE INTERÉS NACIONAL Y PREFERENTE NECESIDAD PÚBLICA LA CREACIÓN DE LA AUTORIDAD AUTÓNOMA PARA LA DESCONTAMINACIÓN Y EL DESARROLLO INTEGRAL DE LA CUENCA LLALLIMAYO EN EL DEPARTAMENTO DE PUNO;propone declarar de interés y preferente necesidad pública la creación de la autoridad autónoma para la descontaminación y el desarrollo integral de la cuenca Llallimayo en el departamento de Puno.
LEY QUE DECLARA DE PRIORITARIO INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DE UNIDADES PRODUCTIVAS DE INVESTIGACIÓN, PARA EL MEJORAMIENTO GENÉTICO, COMERCIALIZACIÓN, VALOR AGREGADO Y CRIANZA ADECUADA DE CAMÉLIDOS SUDAMERICANOS EN EL PERÚ;Propone declara de prioritario interés nacional y necesidad pública la creación de Unidades Productivas de Investigación, para el Mejoramiento Genético, Comercialización, Valor Agregado y Crianza Adecuada de Camélidos Sudamericanos en el Perú.
LEY QUE CREA Y REGULA LA ZONA ECONOMICA ESPECIAL DE AREQUIPA;"Propone declarar de interés nacional y crease la Zona Económica Especial de Arequipa ZEEDA, para la realización de actividades industriales, agroindustriales de maquila y de servicios; con la finalidad de contribuir al desarrollo socioeconómico sostenible del departamento de Arequipa, a través de la promoción de la inversión y desarrollo tecnológico."
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO SANTO DOMINGO DE NAUYAN CON SU CAPITAL HEROES DE JACTAY, PROVINCIA Y DEPARTAMENTO DE HUÁNUCO;Propone declarar de interés nacional y necesidad pública la creación del distrito Santo Domingo de Nauyan con su Capital Héroes de Jactay, provincia y departamento de Huánuco, con la finalidad de priorizar la creación del mismo, de conformidad al procedimiento establecido en la Ley 27795, Ley de demarcación territorial y su Reglamento aprobado por Decreto Supremo 191-2020-PCM.
LEY QUE MODIFICA EL DECRETO DE URGENCIA 034-2019, REFERIDO A LA INCORPORACIÓN DE LA DÉCIMA SEGUNDA DISPOSICIÓN COMPLEMENTARIA FINAL A LA LEY 30220, LEY UNIVERSITARIA E INCORPORA LAS FACULTADES DE CREACIÓN DE COMISIONES REORGANIZADORAS DE UNIVERSIDADES PUBLICAS  Y DE UNIVERSIDADES PRIVADAS ASOCIATIVAS CREADAS POR LEY, CON LICENCIA INSTITUCIONAL DENEGADA;Propone fortalecer el rol del Ministerio de Educación, como ente rector de la Política de Aseguramiento de la Calidad de la Educación Superior Universitaria, teniendo la finalidad de garantizar la calidad y continuidad del Servicio Educativo Universitario, dándole al Ministerio de Educación las facultades de creación de comisiones reorganizadoras de Universidades Públicas y de Universidades Privadas Asociativas creadas por Ley, con Licencia Institucional Denegada
LEY QUE REESTRUCTURA EL PROYECTO ESPECIAL CHINECAS DE LA PROVINCIA DEL SANTA, DEPARTAMENTO DE ÁNCASH Y CREA UN COMITÉ DE GESTIÓN DE PASIVO;Propone reestructurar el Proyecto Especial Chinecas de la provincia del Santa departamento de Áncash y crear un comité de gestión de pasivos.
LEY QUE PROPONE SE DECLARE DE INTERÉS Y PREFERENTE NECESIDAD PÚBLICA EL FORTALECIMIENTO DE LA ENSEÑANZA DE VALORES ÉTICOS Y CIVISMO EN ETAPA ESCOLAR, COMO MECANISMO DE LUCHA CONTRA LA CORRUPCIÓN;Propone declarar de interés nacional y preferente necesidad pública la enseñanza del curso de valores éticos y civismo en etapa escolar, como mecanismo de lucha contra la corrupción.
LEY QUE DECLARA INTERÉS NACIONAL, LA DECLARATORIA DE PATRIMONIO CULTURAL DE LA NACIÓN EL TORITO DE PUPUJA DEL DISTRITO DE SANTIAGO DE PUPUJA EN LA PROVINCIA DE AZÁNGARO, DEPARTAMENTO DE PUNO;Propone declarar de interés nacional   la Declaratoria de Patrimonio Cultural de la Nación El Torito de Pupuja y la tradicional forma de elaboración, del distrito de Santiago de Pupuja, provincia de Azángaro en el departamento de Puno, por tratarse de un expresión cultural local, regional y nacional.
LEY QUE DECLARA DE PREFERENTE INTERES NACIONAL Y DE NECESIDAD PÚBLICA LA CONSTRUCCIÓN A NIVEL DE ASFALTADO FLEXIBLE E INCORPORACIÓN A LA RED VIAL EL TRAMO: MAZOCRUZ - PIZACOMA - HITO 27, EN LAS PROVINCIAS DE ILAVE E ILO DE LOS DEPARTAMENTOS DE PUNO Y MOQUEGUA;Propone declarar de interés nacional y necesidad pública la construcción a nivel de asfaltado económico e incorporación a la red vial el tramo: Mazocruz-Pizacoma - Hito 27, en las provincias de Ilave e Ilo de los departamentos de Puno y Moquegua
LEY QUE DECLARA DE PREFERENTE INTERÉS NACIONAL Y DE NECESIDAD PÚBLICA LA INCORPORACIÓN A LA RED VIAL EL TRAMO: MAZOCRUZ - PIZACOMA - HITO 27, EN LAS PROVINCIAS DE ILAVE E ILO DE LOS DEPARTAMENTOS DE PUNO Y MOQUEGUA;Propone declarar de interés nacional y necesidad pública la incorporación de la red vial el tramo: Mazocruz - Pazacomo - Hito 27, en las provincias de Ilave e Ilo de los departamentos de Puno y Moquegua.
LEY QUE DECLARA DE INTERES NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DE LA PROVINCIA DE ACORA, DEL DEPARTAMENTO DE PUNO;Propone declarar de interés nacional y necesidad pública la creación de la provincia de Acora, del departamento de Puno.
LEY QUE DECLARA DE INTERES NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DE TRES DISTRITOS DE LA CIUDAD DE JULIACA EN LA PROVINCIA DE SAN ROMÁN Y DEPARTAMENTO DE PUNO;Propone declarar de interés nacional y necesidad pública y dispóngase la creación de tres distritos en la ciudad de Juliaca en la Provincia de San Román, departamento de Puno, mediante la creación de dos distritos más el distrito de San Miguel.
LEY QUE MODIFICA EL ARTÍCULO 2 E INCORPORA UNA DISPOSICION COMPLEMENTARIA FINAL A LA LEY 28514, LEY QUE PROHÍBE LA IMPORTACIÓN DE ROPA Y CALZADO USADOS;Propone modificar el artículo 2 e incorporar una Disposición Complementaria Final a la Ley 28514 Ley que prohíbe la importación de ropa y calzado usados.
LEY QUE MODIFICA LOS ARTÍCULOS 19° Y 20° DEL CÓDIGO CIVIL REFERIDO AL ORDEN DEL APELLIDO DE LOS HIJOS;Propone modificar los artículos 19 y 20 del Código Civil a efectos de establecer un mecanismo de solución ante la disconformidad de  los progenitores para asignar el orden de apellidos de los hijos.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO ALTO DORADO EN LA PROVINCIA SAN IGNACIO DEL DEPARTAMENTO DE CAJAMARCA;Propone declarar de interés nacional y necesidad pública la creación del distrito Alto Dorado de San Ignacio, departamento de Cajamarca.
LEY QUE SANCIONA CON CADENA PERPETUA E INHABILITACIÓN A LOS FUNCIONARIOS PÚBLICOS POR ENRIQUECIMIENTO ILICITO;Propone modificar el artículo 401 del Código Penal.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO VÍCTOR RAÚL HAYA DE LA TORRE, EN LA PROVINCIA DE COTABAMBAS, DEPARTAMENTO DE APURÍMAC;Propone declarar de interés nacional y necesidad pública la creación del distrito Víctor Raúl Haya de la Torre con su capital Apumarca, en la provincia Cotabambas, departamento de Apurímac.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN Y EQUIPAMIENTO DE HOGARES DE REFUGIO TEMPORAL PARA LAS VÍCTIMAS DE VIOLENCIA FAMILIAR EN LAS PROVINCIAS DE LA REGIÓN APRURÍMAC;Propone declarar de interés nacional y necesidad pública la creación y equipamiento de hogares de refugio temporal para víctimas de violencia familiar y de grupos familiares en las provincias de la región Apurímac.
LEY DEL SISTEMA DE INTELIGENCIA NACIONAL - SINA  Y DE LA DIRECCIÓN NACIONAL DE INTELIGENCIA - DINI;Propone establecer el marco jurídico que regula los principios, organización, atribuciones, funciones, coordinación, control y fiscalización, del Sistema de Inteligencia Nacional (en adelante SINA), asimismo, regula la organización, funciones, régimen laboral y económico de la Dirección Nacional de Inteligencia (en adelante DINI)
LEY QUE AUTORIZA AL MINISTERIO DE DEFENSA DE MANERA EXCEPCIONAL ANTE LA EMERGENCIA SANITARIA CAUSADA POR EL COVID19, EL CAMBIO DE GRUPO OCUPACIONAL Y LINEA DE CARRERA DEL PERSONAL DE SALUD QUE SE ENCUENTRA DESEMPEÑANDO LABOR ASISTENCIAL;Propone crear una Comisión Evaluadora COVID encargada de evaluar y autorizar de manera única y excepcional el cambio de Grupo Ocupacional y línea de carrera del personal que se encuentra desempeñando labor asistencial en los establecimientos de salud del Ministerio de Defensa.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL PROYECTO ESPECIAL LAGO CHINCHAYCOCHA, PARA LA RECUPERACIÓN Y CONSERVACIÓN MEDIO AMBIENTAL DEL LAGO CHINCHAYCOCHA Y SUS AFLUENTES, EN LOS DEPARTAMENTOS DE JUNÍN Y PASCO;Propone declarar de interés nacional y necesidad pública la creación del Proyecto Especial Lago Chinchaycocha, para la recuperación y conservación medio ambiental del lago Chinchaycocha y sus afluentes río Ragra y San Juan, en los departamentos de Junín y Pasco.
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA RESTAURACIÓN Y PUETA EN VALOR DEL TEMPLO DE SAN PEDRO Y SAN PABLO DE ZEPITA;Propone declarar de necesidad pública e interés nacional la restauración y puesta en valor del Templo de San Pedro y San Pablo de Zepita, ubicado en la provincia de Chucuito, departamento de Puno.
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERES NACIONAL EL MEJORAMIENTO DE CAPACIDAD RESOLUTIVA, AMPLIACION, EQUIPAMIENTO Y RECATEGORIZACION DE LOS SERVICIOS DE SALUD DE LA POSTA MEDICA VIRGEN DEL ROSARIO A LA - CATEGORIA I - 4 EN EL DISTRITO DE YANACANCHA, PROVINCIA Y DEPARTAMENTO DE PASCO;Propone declarar de necesidad pública e interés nacional el mejoramiento de capacidad resolutiva, ampliación, equipamiento y recategorización  de los servicios de salud de la Posta Médica Virgen del Rosario a la - Categoría I - 4 en el distrito de Yanacancha, provincia y departamento de Pasco.
LEY QUE PROMUEVE E IMPULSA LA MICRO Y PEQUEÑA EMPRESA Y LA REACTIVACIÓN DEL EMPLEO A TRAVEZ DE FONDOS CONCURSABLES NO REEMBOLSABLES;Propone crear el Fondo concursable no reembolsable de promoción y reactivación económica de la pequeña y microempresa y del empleo, a nivel nacional.
LEY QUE BRINDA ATRIBUCIONES A LAS ASOCIACIONES DE PADRES DE FAMILIA Y COMITÉS DE AULA PARA LA PREVENCIÓN Y SEGUIMIENTO DE CASOS DE VIOLENCIA Y ACOSO ESCOLAR;"Propone brindar atribuciones a las asociaciones de padres de familia para prevenir y hacer seguimiento de los casos de acoso y violencia escolar, a fin de que, los estudiantes de las diferentes instituciones educativas públicas y privadas de educación básica regular y especial; Educación Técnica Productiva y Básica Alternativa, Puedan gozar de un desarrollo integral y armoniosos libres de acoso y violencia escolar."
"LEY QUE DEROGA LA DECLARACIÓN DE NECESIDAD, UTILIDAD PÚBLICA E INTERÉS NACIONAL EL PROYECTO """"MEJORAMIENTO Y AMPLIACIÓN DE LA PROVISIÓN DE AGUA PARA EL DESARROLLO AGRÍCOLA EN EL VALLE TACNA- VILAVILANI II, FASE I";Propone Derogar el inciso 39, del artículo 11 del Decreto de Urgencia 018-2019, Decreto de Urgencia que Establece Medidas Extraordinarias para la Promoción e Implementación de los Proyectos Priorizados en el Plan Nacional de Infraestructura para la Competitividad.
LEY QUE PLANTEA DE INTERÉS NACIONAL LA REPATRIACIÓN DE LOS RESTOS FAMILIARES DE JOSÉ GABRIEL CONDORCANQUI NOGUERA, TÚPAC AMARU;Declárese de interés nacional y necesidad pública la repatriación de los restos de Fernando Túpac Amaru y de Juan Bautista Túpac Amaru, la construcción de un Mausoleo para honrar sus restos, así como la implementación de una comisión que realice el estudio histórico y la investigación científica del destino de la familia de José Gabriel Túpac Amaru, la que fuera perseguida, sacrificada y/o expatriada como consecuencia del levantamiento de José Gabriel Condorcanqui Noguera llamado igualmente José Gabriel Túpac Amaru, conocido posteriormente como Túpac Amaru II o simplemente Túpac Amaru y sus esposa Micaela Bastidas Puyuccahua.
LEY QUE DEROGA EL DECRETO LEGISLATIVO 1260, LEY QUE FORTALECE EL CUERPO GENERAL DE BOMBEROS VOLUNTARIOS DEL PERÚ COMO PARTE DEL SISTEMA NACIONAL DE SEGURIDAD CIUDADANA Y REGUILA LA INTENDENCIA NACIONAL DE BOMBEROS DEL PERÚ;La presente norma tiene por objeto restituir la autonomía y personería jurídica del Cuerpo General de Bomberos Voluntarios del Perú, como la autoridad competente en materia de prevención, control y extinción de incendios, está conformado por los bomberos voluntarios en actividad, los bomberos asimilados y los bomberos en situación de retiro, que prestan servicio público de manera voluntaria y ad honorem.
LEY QUE EXCLUYE A LOS TRABAJADORES JURISDICCIONALES Y ADMINISTRATIVOS DEL RÉGIMEN DEL SERVICIO CIVIL;La presente ley tiene por objeto que los trabajadores jurisdiccionales y administrativos del Poder Judicial, con exclusión de los jueces, deben regirse por el régimen laboral de la actividad privada y están exentos de los alcances de la Ley 30057, Ley del Servicio Civil.
LEY QUE MODIFICA LA VIGÉSIMA CUARTA DISPOSICIÓN COMPLEMENTARIA, TRANSITORIA Y FINAL DE LA LEY 29944, LEY DE REFORMA MAGISTERIAL.;"La presente Ley tiene por objeto modificar la Vigésima Cuarta Disposición Complementaria, Transitoria y Final de la Ley 29944, Ley de Reforma Magisterial; a fin de que se suspenda la implementación de la evaluación de desempeño docente."
LEY QUE MODIFICA LOS ARTÍCULOS 06, 20, 21, 22, 25, 68Y 69 DE LA LEY Nº 28036, LEY DE PROMOCIÓN Y DESARROLLO DEL DEPORTE PARA OTORGAR BECAS DE POSGRADO A DEPORTISTAS CALIFICADOS DE ALTO NIVEL PARA DIRIGENCIA SOSTENIBLE DEL SISTEMA INTEGRAL DEPORTIVO NACIONAL;La presente Ley tiene por objeto modificar los artículos 06, 20, 21, 22, 25, 68 y 69 de la Ley Nº 28036, Ley de promoción y Desarrollo del Deporte a fin de otorgar becas de posgrado a deportistas calificados y calificados de alto nivel asegurando la dirigencia sostenible del sistema integral deportivo nacional.
LEY QUE COMPLEMENTA LOS ALCANCES DE LA LEY 28099 Y SUS MODIFICATORIAS, FACULTANDO LA VENTA DIRECTA A FAVOR DE TERCEROS CON FINES DE DESARROLLO URBANO DE PREDIOS PROPIEDAD DE LA MUNICIPALIDAD DISTRITAL DE MAJES PROVINCIA DE CAYLLOMA DEPARTAMENTO DE AREQUIPA DENTRO DE PROGRAMAS MUNICIPALES DE VIVIENDA Y/O DE FORMALIZACIÓN DE ASENTAMIENTOS HUMANOS APROBADOS POR EL GOBIERNO LOCAL DE MAJES-AREQUIPA;Propone facultar a la Municipalidad distrital de Majes, la venta directa de los predios de dominio privado de su propiedad que le fueron transferidos mediante la Ley 28099-modificada por las leyes 28466 y 28630, sólo con fines de desarrollo urbano a favor de terceros y dentro de los alcances de los Programas Municipales de Vivienda y/o Programas de Formalización de Asentamientos Humanos, predios destinados a viviendas tipo huerta, conforme lo faculta la Ley Orgánica de Municipalidades.
LEY QUE ESTABLECE LA EXONERACIÓN DEL PAGO DE IMPUESTO PREDIAL Y ARBITRIOS MUNICIPALES, MIENTRAS DURE EL EVENTO COVID.19, CUYA INICIATIVA LEGISLATIVA INCORPORA Y AGREGA UN ARTÍCULO QUEDANDO COMO VEINTEAVA DISPOSICIÓN TRANSITORIA A LA LEY DE TRIBUTACIÓN MUNICIPAL (DECRETO LEGISLATIVO 776), CUYO TEXTO ÚNICO ORDENADO FUE APROBADO POR EL DECRETO SUPREMO 156.2004-EF;Propone exonerar del pago del 75% del Impuesto Predial y el 50% de los Arbitrios Municipales correspondiente a Municipalidades Distritales y Provinciales dentro de todo el territorio nacional, mientras dure el período de estado de emergencia acaecido por graves circunstancias que afectan la vida de la nación.
LEY QUE PROMUEVE EL COMERCIO INTERNACIONAL Y DECLARA DE INTERÉS NACIONAL LA CREACIÓN DEL MEGA TERMINAL EN EL PACÍFICO Y CORREDOR INTEROCEÁNICO DE TRANSPORTE MULTIMODAL DE BAYÓVAR- SECHURA A LA AMAZONÍA , EN EL DEPARTAMENTO DE PIURA;Propone declarar de interés nacional la creación del Mega Terminal en el Pacífico y Corredor Interoceánico de Transporte Multimodal de Bayóvar.Sechura a la Amazonía, en el departamento de Piura.
