Titulo;Objeto
LEY QUE ASEGURA EL OTORGAMIENTO Y LA CONTINUIDAD DE LA ASISTENCIA ECONÓMICA PARA CONTRIBUIR AL DESARROLLO INTEGRAL DE LAS NIÑAS, NIÑOS Y ADOLESCENTES CUYA MADRE, PADRE O AMBOS HAYAN FALLECIDO A CAUSA DE LA COVID-19, DURANTE LA EMERGENCIA SANITARIA;Propone asegurar el otorgamiento y la continuidad de la asistencia económica para contribuir al desarrollo integral de las niñas, niños y adolescentes cuya madre, padre o ambos hayan fallecido a causa de la COVID-19 durante la Emergencia Sanitaria declarada mediante Decreto Supremo 008-2020-SA y sus prórrogas, implementada a través del artículo 8 del Decreto de Urgencia 020-2021, Decreto de Urgencia que dicta medidas extraordinarias en materia económica y financiera vinculadas a los recursos humanos en salud como respuesta ente la emergencia sanitaria por la COVID-19 y dicta otras disposiciones.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA DEMARCACIÓN DE LOS LIMITES TERRITORIAES ENTRE LOS DEPARTAMENTOS DE JUNÍN Y CUSCO;Propone declarar de interés nacional y necesidad pública la demarcación de los límites territoriales entre los departamentos de Junín y Cusco, en concordancia con las normas vigentes.
LEY QUE PROPONE LA IMPLEMENTACIÓN DE LA JUSTICIA ITINERANTE PARA LA ATENCIÓN DE CASOS DE VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR;Propone regular la implementación de la justicia itinerante para la atención de casos de violencia contra las mujeres y los integrantes del grupo familiar establecidos en la Ley 30364, promoviéndose una justicia célere, simplificada y accesible para las y los justiciables en los lugares más remotos y de escasos recursos económicos a fin de garantizarse el pleno ejercicio de sus derechos fundamentales en igualdad de condiciones y libre de discriminación.
LEY DE PROMOCIÓN DEL USO DE VEHÍCULOS ELÉCTRICOS;La presente Ley tiene por objeto promover el uso de vehículos eléctricos mediante su exoneración del pago del Impuesto General a las Ventas (IGV) y el Impuesto al Patrimonio Vehicular por el período de 5 años contados a partir de la vigencia de la presente Ley.
LEY QUE DEROGA EL ARTÍCULO 6 QUE ESTABLECE EL INGRESO DE PROFESORES DEL MINISTERIO DE DEFENSA A LA CARRERA PÚBLICA MAGISTERIAL DE LA LEY Nº 29944 DEL DECRETO DE URGENCIA Nº 016-2020;La presente Ley tiene como objeto derogar el artículo 6 del Decreto de Urgencia 016-2020, que establece el ingreso de los profesores del Ministerio de Defensa a la Carrera Magisterial de la Ley 29944 de la Reforma Magisterial.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA SEGURIDAD ALIMENTARIA Y NUTRICIONAL EN CASO DE EMERGENCIAS;Propone declarar de interés nacional y necesidad pública garantizar la seguridad alimentaria y nutricional en caso de Emergencias con énfasis en poblaciones vulnerables.
LEY QUE DEROGA EL DECRETO LEY 25872, POR EL QUE SE DECLARA LA PREVALENCIA DE LOS DECRETOS SUPREMOS QUE DISPUSIERON LA SUSPENSION O LIMITACION DE LOS SISTEMAS DE REAJUSTES DE REMUNERACIONES EN FUNCION A INDICES DE INFLACIÓN O MECANISMOS SIMILARES;Propone derogar el Decreto Ley 25872, Decreto Ley que declara la prevalencia de los decretos supremos que dispusieron la suspensión o limitación de los sistemas de reajustes de remuneraciones en función a inflación o mecanismos similares.
LEY QUE DECLARA OFICIALES E INTANGIBLES LOS SÍMBOLOS Y EMBLEMAS DEL PERÚ;Propone establecer los símbolos y emblemas del Perú, la intangibilidad de forma y la estandarización sus denominaciones. En cumplimiento del mandato contenido en el Artículo 49 de la Constitución Política del Perú, son establecidos en la presente Ley, en concordancia con lo dispuesto por la Ley del 25 de febrero de 1825, Ley de creación del Escudo Nacional, y del Pabellón y Bandera Nacional, y por el Decreto Ley 11323, Disposiciones sobre los Símbolos de la Patria, Símbolos del Estado y Emblemas Nacionales.
LEY DE ACTUALIZACIÓN Y SIMPLIFICACIÓN DE PROCEDIMIENTOS PARA LA INDUSTRIA DE HIDROCARBUROS;Propone promover la reactivación sostenible de la exploración y explotación de hidrocarburos a nivel nacional, empleamdo medidas de simplificación administrativa, así como actualizar y mejorar el marco normativo, a fin de fomentar el desarrollo de las actividades de exploración y explotación de hidrocarburos de manera responsable con el medio ambiente, mediante la modificación de la Ley 26221, Ley Orgánica de Hidrocarburos.
"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERES NACIONAL EL PROYECTO INTEGRAL """"MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADOS DE LA CIUDAD DE YURIMAGUA EN LA PROVINCIA DE ALTO AMAZONAS, DEPARTAMENTO DE LORETO";"Propone declarar de necesidad pública e interés nacional el proyecto integral """"Mejoramiento y ampliación del Sistema de Agua Potable y Alcantarillados de la Ciudad de Yurimaguas en la provincia de Alto Amazonas, departamento de Loreto."
RESOLUCIÓN LEGISLATIVA QUE APRUEBA EL TRATADO INTEGRAL Y PROGRESISTA DE ASOCIACIÓN TRANSPACÍFICO Y LAS CARTAS CON AUSTRALIA, CANADÁ, MALASIA, NUENA ZELANDA Y VIETNAM;"Propone el Tratado Integral y Progresista de Asociación Transpacífico, firmado el 8 de marzo de 2018 en Santiago, Chile y las Cartas con Australia que reafirman los acuerdos relativos a productos distintivos y terminación del Acuerdo sobre Promoción Recíproca de Inversiones; las Cartas con Canadá sobre industrias culturales; las Cartas con Malasia sobre servicios electrónicos de tarjetas de pago; las Cartas con Malasia sobre no recurso a solución de controversias por la medida disconforme en empresas de propiedad del Estado; las Cartas con Nueva Zelanda sobre el mecanismo de solución de controversias inversionista - Estado; las Cartas con Vietnam sobre servicios electrónicos de tarjetas de pago; las Cartas con Vietnam sobre comercio electrónico; las Cartas con Vietnam relativas al capítulo laboral, y las Cartas con Vietnam sobre productos químicos agrícolas, firmadas el 8 de marzo de 2018 en Santiago, Chile"
RESOLUCIÓN LEGISLATIVA QUE APRUEBA EL ACUERDO ENTRE EL GOBIERNO DE LA REPÚBLICA DEL PERÚ Y EL GOBIERNO DE LA FEDERACIÓN DE RUSIA SOBRE LA PROTECCIÓN MUTUA DE LA INFORMACIÓN CLASIFICADA EN EL ÁMBITO DE LA COOPERACIÓN TÉCNICO - MILITAR;Propone el Acuerdo entre el Gobierno de la República del Perú y el Gobierno de la Federación de Rusia sobre la Protección Mutua de la Información Clasificada en el ámbito de la Cooperación Técnico - Militar, suscrito el 17 de enero de 2017 en la ciudad de Lima, República del Perú.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA DECLARATORIA DE EMERGENCIA AMBIENTAL DEL RÍO CHILLÓN;Propone declarar de interés nacional y necesidad pública la declaratoria de Emergencia Ambiental del Río Chillón, por ser un área de grave contaminación ambiental, ocasionando un problema de salud pública como consecuencia de la contaminación del aire y el agua, constituyendo un peligro real para la salud de la población, conforme lo establece la Ley 28804, Ley que Regula la Declaratoria de Emergencia Ambiental.
LEY QUE PROMUEVE EL DESARROLLO DE CIUDADES INTELIGENTES Y EDUCADORAS EN EL PERÚ;Propone promover el desarrollo de ciudades inteligentes y educadores en el Perú a través del uso de las tecnologías de la información y comunicación, priorizando la educación como herramienta de transformación social situándola como eje centro del proyecto de ciudad.
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA ELABORACIÓN DEL PLAN ESTRATÉGICO DE DESARROLLO HIDRÁULICO INTEGRAL DE LA REGIÓN DE TUMBES;Propone declarar de necesidad pública e interés nacional, la elaboración del Plan Estratégico de desarrollo Hidráulico Integral de la región de Tumbes.
LEY QUE CREA LA AUTORIDAD NACIONAL TRANSPARENCIA, ACCESO A LA INFORMACIÓN PÚBLICA Y PROTECCIÓN DE DATOS PERSONALES;Propone crear la Autoridad Nacional de Transparencia, Acceso a la Información Pública y Protección de Datos Personales (en adelante, la Autoridad) como ente rector en materia de transparencia, acceso a la información pública y protección de datos personales.
LEY QUE PROMUEVE LA IMPLEMENTACIÓN Y ACONDICIONAMIENTO DE CASAS HOGAR PUBLICAS PARA ADULTOS MAYORES A NIVEL NACIONAL;Propone crear e implementación de casas hogar para los adultos mayores en situación de vulnerabilidad, conforme lo estípula el artículo 9° de la Ley 30490, comprendiendo para ello a aquellos adultos que se encuentran en estado de abandono moral y material.
LEY QUE MODIFICA LA LEY 28090, LEY QUE REGULA EL CIERRE DE MINAS;Propone modificar la Ley 28090, Ley que regula el Cierre de Minas, a fin de adecuar la norma a los cambios que se han producido luego de su emisión y a las competencias actuales que ejercen las entidades involucradas.
LEY QUE DISPONE QUE LOS MIEMBROS DE LA FUERZAS ARMADAS Y POLICIALES, PROCESADOS O CONDENADOS POR DELITO COMUNES, CUMPLAN  DETENCIÓN EN CENTROS DE RECLUSÍON MILITARES O POLICIALES;Propone establecer que los miembros de las Fuerzas Armadas y de la Policía Nacional del Perú, que hayan sido procesados o condenados por delitos comunes, cumplan su pena  restrictiva de la libertad en centros de reclusión militar o policial, según corresponda, a fin de preservar su vida e integridad.
LEY QUE DETERMINA, COMO PENSIÓN MINIMA, LA EQUIVALENTE A UNA REMUNERACIÓN MINIMA VITAL PARA LOS PENSIONISTAS DEL SISTEMA NACIONAL DE PENCIONES;Propone determinar la pasión mínima, que corresponda a una Remuneración Mínima Vital (RMV), para todos los pensionistas pertenecientes al Sistema Nacional de Pensiones, que es administrada por la Oficina de Normalización Previsional (ONP).
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL EL RECONOCIMIENTO DE LA EMERGENCIA ALIMENTARIA EN EL PERÚ;Propone declarar de necesidad pública e interés nacional que el Estado peruano reconozca la Emergencia Alimentaria en el Perú y autorice mecanismos de respuesta inmediata y temporal para enfrentar la emergencia, fortaleciendo la Agricultura familiar, las Ollas Comunes y otras iniciativas ciudadanas de respuestas autoorganizada, que buscan garantizar el acceso a alimentos de la población en situación de inseguridad alimentaria en el país.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LOS CUIDADOS PALIATIVOS Y EL CONTROL DEL DOLOR EN EL TRATAMIENTO INTEGRAL DEL CÁNCER;Propone declarar de interés nacional y necesidad pública los cuidados paliativos y el control del dolor en el tratamiento integral del cáncer.
LEY QUE CREA EL REGISTRO NACIONAL DIGITAL Y EL OBSERVATORIO NACIONAL CONTRA EL TRABAJO FORZOSO Y LA TRATA DE PERSONAS;Propone implementar el Registro Nacional Digital contra el Trabajo Forzoso y la Trata de Personas, a fin de generar información y conocimiento virtual para el seguimiento y mejorar de las políticas públicas en matería trabajo forzoso y la trata de personas, priorizando de forma especial a las personas y grupos que se encuentran en condición de mayor vulnerabilidad: niños, adolescentes, Personas con discapacidad, miembro de comunidades campesinas u originarios, entre otros.
LEY QUE PROPONE PRIORIZAR EL OTORGAMIENTO DE BECAS DE ESTUDIO A FAVOR DE LAS MUJERES VÍCTIMAS DE VIOLENCIA Y DE LAS HIJAS E HIJOS DE LAS VÍCTIMAS DE FEMINICIDIO QUE QUEDARON EN ORFANDAD;Propone priorizar el otorgamiento de beca de estudio para las víctimas y sobrevivientes de la violencia contra las mujeres, y las hijas e hijos de las víctimas de feminicidio que quedaron en orfandad, como una medida afirmativa con un enfoque integrador y de reparación por parte del Estado para garantizar el acceso de las víctimas de la violencia a la que se refiere la Ley 30364, a la educación en condiciones de igualdad de oportunidades y libre de discriminación.
LEY DEL TRABAJO PORTUARIO MARÍTIMO Y FLUVIAL;Propone regular el trabajo de movilización de carga que se efectúa en los terminales portuarios marítimos y fluviales de uso público de la República, la relación laboral entre los trabajadores portuarios y sus empleados, así como garantizar el cabal cumplimiento de los derechos remunerativos y previsionales.
LEY DEL SERVICIO DE SERENAZGO MUNICIPAL;Propone establecer el marco normativo que regula al serenazgo municipal como parte del servicio de seguridad ciudadana que prestan las municipalidades, regulando actividades que contribuyan a la prevención social de la violencia, los delitos y las faltas, a efectos de promover la convivencia pacífica y la cohesión social e impactar positivamente en el desarrollo humano de los miembros de la comunidad.
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA PROTECCIÓN INTEGRAL DE NIÑOS Y NIÑAS HUÉFENOS DEL COVID-19;Propone declarar de necesidad pública e interés nacional la protección integral de los niños y niñas menores de edad que han quedado huérfanos de padre y madre a consecuencia del Covid-19.
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CONSTRUCCIÓN DEL PUENTE CARROZABLE ENTRE LAS LOCALIDADES DE SAN ANTONIO (AYACUCHO) Y VILLA KINTIARINA (CUSCO);Propone declarar de interés nacional y necesidad pública la construcción del puente carrozable entre los distritos de San Antonio (Ayacucho) y Villa Kintiarina Alta (Cusco) afín de afianzar la conectividad e integración entre los pueblos del VRAEM.
LEY DE CREACIÓN DEL DISTRITO HUAYCÁN EN LA PROVINCIA Y DEPARTAMENTO DE LIMA;Propone crear el distrito Huaycán, con su capital Huaycán, en la provincia y departamento de Lima (Proyecto actualizado por acuerdo del Consejo Directivo número anterior 5118/2015-PE)
LEY QUE DECLARA DE NECESIDAD PÚBLICA Y DE INTERÉS NACIONAL LA INCLUSIÓN, MEJORAMIENTO Y PROMOCIÓN DE LOS SERVICIOS TURISTICOS DEL VALLE DEL MONZÓN Y LA PROVINCIA DE LEONCIO PRADO;Propone declarar de necesidad pública y de interés nacional la inclusión, mejoramiento y promoción de los servicios turístico del Valle del Monzón y la provincia de Leoncio Prado, en concordancia con la Ley 29408, Ley General de Turismo.
LEY QUE MODIFICA LEY NÚM. 28705, LEY GENERAL PARA LA PREVENCIÓN Y CONTROL DE LOS RIESGOS DEL CONSUMO DEL TABACO, EN CONCORDANCIA CON EL CONVENIO MARCO DE LA ORGANIZACIÓN MUNDIAL DE LA SALUD PARA EL CONTROL DEL TABACO;Propone modificar la Ley núm. 28705, Ley general para la prevención y control de los riesgos del consumo del tabaco, en concordancia con el convenio marco de la organización mundial de la salud para el control del tabaco.
LEY QUE MODIFICA LA LEY 26859 PARA GARANTIZAR EL ACCESO A LA INFORMACIÓN ELECTORAL EN CONDICIONES DE IGUALDAD;Propone reducir a un plazo razonable el periodo de prohibición de publicar encuestas antes de elecciones, de modo que se tutele el derecho a la información de la ciudadanía en su conjunto en el marco de proceso electorales.
LEY QUE DECLARA DE INTERÉS NACIONAL Y DE NECESIDAD PÚBLICA LA CREACIÓN DE LA PROVINCIA DE YARINACOCHA, EN EL DEPARTAMENTO DE UCAYALI;Propone declarar de interés nacional y de necesidad pública la creación de la provincia Yarinacocha nacida del territorio actual de la provincia de Coronel Portillo en el departamento de Ucayali.
LEY QUE PROHIBE LA ALTERACIÓN DE LA GRAMÁTICA Y LINGÜISTICA Y ENFOQUE DE GENERO EN EL SISTEMA EDUCATIVO NACIONAL, EN ARAS DE GARANTIZAR EL CORRECTO USO DEL LENGUAJE, EN SALVAGUARDA DE LA INTEGRIDAD PSICOLÓGICA DE LA NIÑEZ;Propone prohibir la alteracion de la gramática y lingüistica y enfoque de género en el sistema educativo nacional, en aras de garantizar el correcto uso del lenguaje, en salvaguarda de la integridad psicologica de la niñez.
LEY QUE PROMUEVE EL FORTALECIMIENTO DEL SECTOR SALUD Y DICTA MEDIDADS COMPLEMENTARIAS INTEGRALES EN EL CAMPO DEL RECUARSO HUMANOS Y MEJORA DE ATENCIÓN EN EL MARCO DE LA EMEMRGENCIA SANITARIA POR COVID-19;Peopone promuever el fortalecimiento del sector salud y dicta medidas complementarias integrales en el campo del recurso humano y mejora de atención en el marco de la emergencia sanitaria por COVID - 19
LEY QUE PROMUEVE EL ACCESO AL RÉGIMEN ESPECIAL DE JUBILACIÓN ANTICIPADA (REJA) PARA LOS HOMBRES, EN IGUALDAD DE DERECHOS QUE LAS MUJERES;"Propone modificar la Ley 30939, """"Ley que establece el régimen especial de jubilación anticipada para desempleados en el sistema privado de pensiones"""", a fin de otorgar iguales derechos a hombres y mujeres, al momento de solicitar la jubilación anticipada."
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL EL MEJORAMIENTO, AMPLIACIÓN DE LA GESTIÓN INTEGRAL DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL DISTRITO DE TARATA, PROVINCIA DE TARATA, TACNA;Propone declarar de necesidad pública e interés nacional el mejoramiento, ampliación de la gestión integral del servicio de agua potable y alcantarillado en el distrito de Tarata, provincia de Tarata, Tacna. con la finalidad de mejorar la calidad de vida y de contribuir con el bienestar de la población.
LEY QUE REGULA LA PRESCRIPCIÓN  ADQUISITIVA DE CONCESIÓN  MINERA PARA MINEROS INSCRITOS EN EL REGISTRO INTEGRAL DE FORMALIZACIÓN MINERA - REINFO;Propone regular la prescripción adquisitiva de concesión minera para mineros inscritos en el régimen integral de formalización minera - REINFO.
LEY QUE MODIFICA LOS ARTÍCULOS 2, 3 Y 7 DEL DECRETO LEGISLATIVO 1260 QUE FORTALECE EL CUERPO GENERAL DE BOMBEROS VOLUNTARIOS DEL PERÚ COMO PARTE DEL SISTEMA NACIONAL DE SEGURIDAD CIUDADANA Y REGULA LA INTENDENCIA NACIONAL DE BOMBEROS DEL PERÚ;Propone modificar los articulos 2,3 y 7 del Decreto Legislativo 1260 que fortalece el Cuerpo Genaral de Bomberos Voluntarios del Perú como parte del Sistema de Seguridad Ciudadana y regula Intendencia Nacional de Bomberos del Perú.
